gene,MII,Zygote,l2cell,4cell,8cell,Morula,ICM,TE,e2cell,m2cell,mES,TSC
0610005C13Rik,0,0,1.5853711456991,2.21815267007571,4.30888890935234,2.8336607226524,0,0,0.0342813186751224,4.53159121174775,0.287561537320401,0.404130354203528
0610007P14Rik,6.94187204974625,7.02412831632304,3.47125903117958,2.23779351540422,4.68728944431521,5.19066891489219,6.71627181489078,7.00094860257667,6.65325090098197,5.07813303962074,5.38753400923501,5.28292198193588
0610009B22Rik,2.08188759855804,4.9121434111888,1.15693133969195,2.44529259865323,4.26589891826104,4.91617220333556,6.37841743829425,6.14691931506257,5.3600744357572,2.06679731411972,4.69272901597129,4.64963695563414
0610009L18Rik,1.36186634811797,0.963730146563549,0.761768150171754,0,0,0.262291292685786,0,1.2844946126909,2.41688255030197,1.38005127972653,0.543055088843373,0.933759194614891
0610009O20Rik,0,2.36332104321562,0,0.284185816821113,1.16464717922682,1.82802269351511,2.78649917203142,3.57097309715233,1.02720654004894,0.271428165971162,4.83183010461632,4.84797767049283
0610010B08Rik,0,0.00275188154721022,0,0,0.00554531893560415,0.0077532892936628,0.00566128674254323,0,1.5994551239792,1.8462074270497,1.57578792159381,0
0610010F05Rik,1.89968919596439,1.2844942692455,0.258069781034941,0,0.00874456139488529,0.30010184807144,0.453425428878464,0.0704213497182111,1.87635203664763,2.53494802154371,2.48728754060935,3.36518691751474
0610010K14Rik,2.19082521562086,4.38860909089923,2.76778930620335,3.19493389546713,6.2326195582906,6.91067227947662,6.68897226085002,7.56987742580866,4.50073548816264,4.45764016364667,6.17167343858121,6.02673561904001
0610011F06Rik,0.560967234370848,0.774747448276965,1.09628623959671,4.69429289196867,3.69260331843106,5.60582387619484,5.5799897101536,6.53780433252398,0.0608949984459038,1.87053174016765,4.51132376572083,5.56922426835049
0610012G03Rik,3.40548214281631,4.70026800767406,4.23033388004023,7.86583963181227,5.59542058302724,5.06541926748099,7.05826871488491,5.70487271279449,1.38085474901677,4.04173924925333,4.62561950277752,4.07940311590918
0610030E20Rik,2.10952804147387,2.34188770627608,0.522686056705734,1.41764468461735,3.66815487066087,2.84752408620961,3.42167142345521,2.48275749935128,0.971768058467595,0.464989615511718,2.61021110927056,3.56432377683914
0610037L13Rik,0.186599574027381,1.15163388094419,1.52074634756422,2.59554695616069,3.73630199151861,4.83394556236204,4.66292556669028,4.46564276907968,3.78971024482595,3.56715313546199,4.37172537276718,3.98852118721631
0610038B21Rik,0.128562694799412,0.0165484192037914,0.019748856514249,0.0640304103848508,0.970527048053758,0.392519311009407,0,0.285409796312173,0,0.134613502978913,0.0441531254413895,0.71693121057708
0610039K10Rik,0,0,0,0,0,0,0,0,0.131992223341099,0.480622752393191,0.0373924139661502,0.272681361859981
0610040B10Rik,0,0,0,0,0.507285560192788,0.884516027411849,1.75450224700902,0,0.151550762138612,0,0.800625981822848,2.35314597841084
0610040J01Rik,1.91671929252677,4.51697453629183,2.30021755873947,0,0.690609377730215,0.279830745136551,0.205064311487826,0.63611802388981,4.79236988603515,5.69771957328752,0.480714407640871,1.33172241180811
0610043K17Rik,0,0,0,0,0.216995450678532,0.291069112667956,0.366538070320773,0,0.170225088470904,0.415725514507408,0.072832282957525,0.252546454870081
1110001J03Rik,4.84305448001008,5.00198960859976,2.29532499787979,2.34164934203929,4.24391989875514,5.45647692422067,7.16076482710851,6.96277426554929,4.17550656875741,4.34295336294671,5.57411592285448,4.04808130388725
